Grouped Metabolites,Clinical data 95% CI,Clinical data R2,Clinical data p-value,Diet 95% CI,Diet R2,Diet p-value,Full model 95% CI,Full model R2,Full model p-value,Genetics 95% CI,Genetics R2,Genetics p-value,Lifestyle 95% CI,Lifestyle R2,Lifestyle p-value,Microbiome 95% CI,Microbiome R2,Microbiome p-value,Time of day 95% CI,Time of day R2,Time of day p-value,CHEMICAL_ID,COMP_ID,Group   HMDB_ID,Sample   HMDB_ID,BIOCHEMICAL,CAS,CHEMSPIDER,KEGG,MASS,PATHWAY_SORTORDER,PLATFORM,PUBCHEM,RI,SUB_PATHWAY,SUPER_PATHWAY,COMMENT,metabolite,micro_r2,geno_r2,total,group,BIOCHEMICAL_NAME
100003000,,-0.0111125805466636,1.0,"(0.07054328202916, 0.1513141431575129)",0.120701098071254,5.86650336595627e-09,"(0.10420819706454833, 0.1760721709143289)",0.180574069313487,6.59292181569661e-21,,-0.0040024347666423,1.0,,-0.0405365254000718,1.0,"(-0.0010523436368983115, 0.08398952371957352)",0.0693605364949206,0.00146715153915192,"(0.023060489744919022, 0.053450082608718544)",0.0380943748407031,2.95631303812515e-06,100003000,39270,,,1-(1-enyl-palmitoyl)-GPE (P-16:0)*,,10471193.0,,438.2979,2148.0,LC/MS Pos Late,,1558.0,Lysoplasmalogen,Lipid,1-(1-enyl-palmitoyl)-GPE (P-16:0)*,metabolite_100003000,0.0693605364949206,0.0,0.0693605364949206,microbiome,1-(1-enyl-palmitoyl)-GPE (P-16:0)*
100002458,"(-0.0012946374699823902, 0.10215456147742077)",0.0860154590619529,0.000897194692275818,,-0.0736691356271599,1.0,,-0.00320042014627208,1.0,"(0.06928072402748076, 0.06928172402748076)",0.0692807240274807,3.54706932430257e-08,,-0.0596576891207356,1.0,,-0.0357968324168613,1.0,"(-0.006574728214373653, 0.025408035670546922)",0.0146282352132398,0.0832440161813866,100002458,57747,HMDB00522,,3-methylglutaconate,5746-90-7,1267861.0,,99.04518,265.0,LC/MS Polar,1551553.0,2700.0,"Leucine, Isoleucine and Valine Metabolism",Amino Acid,3-methylglutaconate,metabolite_100002458,0.0,0.0692807240274807,0.0692807240274807,genetics,3-methylglutaconate
1021,"(-0.03642465253658295, 0.058683731411630156)",0.0719240448266811,0.00315004220478077,"(-0.01349676291416038, 0.0709731122714015)",0.0625638270991054,0.00527120203674669,"(0.040921219140360766, 0.12170696584560742)",0.149186635813666,3.04182040206483e-13,"(0.06919282660107406, 0.06919382660107407)",0.069192826601074,5.68317441023467e-08,,-0.0133148413922941,1.0,,-0.0316647043481372,1.0,"(-0.025827742645980707, 0.004981552579385292)",0.00176397240747827,0.827272324623788,1021,1494,HMDB00267,,5-oxoproline,98-79-3,7127.0,C01879,128.03531,416.0,LC/MS Neg,7405.0,738.5,Glutathione Metabolism,Amino Acid,5-oxoproline,metabolite_1021,0.0,0.069192826601074,0.069192826601074,genetics,5-oxoproline
X - 12221,,-0.00300956531514784,1.0,"(0.03538996929226001, 0.11642682778810161)",0.0739388872804868,0.000371772620506304,"(0.09054454621785837, 0.16172575552124382)",0.17242324017613,8.17400288552828e-21,,-0.00672032927069388,1.0,,-0.0774369473360485,1.0,"(-0.007920789038134467, 0.06697005900250307)",0.0691523028520603,0.000461554047740243,"(0.007625729187463152, 0.03850853120013542)",0.0353700955000149,1.73941128498054e-05,X - 12221,47911,,,X - 12221,,,,203.99752,,LC/MS Neg,,1467.0,,,X - 12221,metabolite_X - 12221,0.0691523028520603,0.0,0.0691523028520603,microbiome,X - 12221
100001456,"(-0.0729400466144953, 0.019919483136234022)",0.0265260913081721,0.265704333784651,"(-0.0037072893793679107, 0.08113985520391101)",0.0279831618530467,0.207937942488591,"(0.10643189961153099, 0.17360625064298957)",0.162200460493549,1.08964856112186e-20,,-0.00402644200561352,1.0,,-0.0357766601354256,1.0,"(0.021438062713160594, 0.09262503986771949)",0.0688149338458584,0.00021663516218649,,-0.0072970071421925,1.0,100001456,35114,HMDB00897,,7-methylguanine,578-76-7,10883.0,C02242,166.07234,3287.0,LC/MS Pos Early,11361.0,2175.0,"Purine Metabolism, Guanine containing",Nucleotide,7-methylguanine,metabolite_100001456,0.0688149338458584,0.0,0.0688149338458584,microbiome,7-methylguanine
100001226,,-0.0219219747643104,1.0,,-0.0630768397361216,1.0,"(0.014102654071095939, 0.09741970819515351)",0.0717773041211314,0.00117039047964335,,-0.00257076557343816,1.0,,-0.0298817663073336,1.0,"(0.00905210674975992, 0.09502159878632747)",0.0687340344714203,0.00316119628110864,"(0.016699385910914064, 0.04943316661936853)",0.0426784375950073,7.44904688926453e-07,100001226,32426,HMDB04157,,I-urobilinogen,14684-37-8,24980.0,C05790,591.31881,3464.0,LC/MS Neg,26818.0,4190.0,Hemoglobin and Porphyrin Metabolism,Cofactors and Vitamins,I-urobilinogen,metabolite_100001226,0.0687340344714203,0.0,0.0687340344714203,microbiome,I-urobilinogen
1538,"(-0.049692503193459726, 0.040902362845430924)",0.0365549592015297,0.122451724208947,"(0.06897104104921338, 0.15653353723540916)",0.136925548311429,5.55687020410185e-10,"(0.08202823232985554, 0.1577386678373677)",0.158284675190874,4.88963833776599e-16,,-0.00231291576033831,1.0,,-0.0642091024380242,1.0,"(-0.007605250461364747, 0.07597066748415857)",0.068629704203475,0.00140812133337021,,-0.00783823656749249,1.0,1538,19503,HMDB01348,,stearoyl sphingomyelin (d18:1/18:0),85187-10-6;85187-10-6,4956085.0,C00550,731.60615,2286.0,LC/MS Pos Late,6453725.0,2400.0,Sphingolipid Metabolism,Lipid,stearoyl sphingomyelin (d18:1/18:0),metabolite_1538,0.068629704203475,0.0,0.068629704203475,microbiome,stearoyl sphingomyelin (d18:1/18:0)
X - 14082,"(-0.06249453574514045, 0.033910538198500206)",0.0283890508640749,0.268768431783463,"(0.003007008644933203, 0.08673698965587492)",0.06186458517702,0.0042299642928421,"(0.06781086319471138, 0.13947003629876864)",0.123132502761743,3.78513733091118e-11,,-0.00390178852932754,1.0,,-0.0979608756257399,1.0,"(0.017303660746047507, 0.0980666897685392)",0.0683518443255625,0.000746117025200471,"(-0.02045543685588873, 0.013684937721960845)",0.00667407811512188,0.426137879977043,X - 14082,47984,,,X - 14082,,,,511.25547,,LC/MS Neg,,4501.0,,,X - 14082,metabolite_X - 14082,0.0683518443255625,0.0,0.0683518443255625,microbiome,X - 14082
100003434,"(-0.06722150040072304, 0.031254868497613573)",0.0182446922949549,0.467779023468971,,-0.0937013415078249,1.0,"(0.005506381363736408, 0.09549041724281089)",0.0770291328358682,0.000906793196467847,,-0.00410400283011558,1.0,,-0.0805301743399693,1.0,"(-0.01276968414394953, 0.08412043609181659)",0.0682267411134349,0.00547764782615831,,-0.00649721373798617,1.0,100003434,40730,HMDB02271,,imidazole propionate,1074-59-5,63798.0,,141.06586,71.0,LC/MS Pos Early,70630.0,2263.0,Histidine Metabolism,Amino Acid,imidazole propionate,metabolite_100003434,0.0682267411134349,0.0,0.0682267411134349,microbiome,imidazole propionate
100002067+X - 24948,"(0.2869117385920016, 0.35156136858340675)",0.354564787292027,8.20980474090204e-89,"(0.0835181947502994, 0.16481879757477647)",0.118129858105552,2.63329080393919e-08,"(0.23723641667247722, 0.301514363846918)",0.304749810736482,7.41398975335447e-73,,-0.0256484818905133,1.0,,-0.00360712780541261,1.0,"(-0.011876236385112116, 0.07282568190107377)",0.0682193549313137,0.00198369072186735,"(-0.023219996939190902, 0.008090803838169925)",0.00325534443002195,0.690789862278822,100002067,32619,,,pregn steroid monosulfate C21H34O5S*,1247-64-9,13465233.0,,397.20541,2503.0,LC/MS Neg,,5000.0,Progestin Steroids,Lipid,pregn steroid monosulfate C21H34O5S*,metabolite_100002067,0.0682193549313137,0.0,0.0682193549313137,microbiome,pregn steroid monosulfate C21H34O5S*
100001064,,-0.0316626749956316,1.0,,-0.0459697982875246,1.0,"(0.03865675488956372, 0.11052465979936842)",0.107630263274537,2.08726335549487e-08,,-0.00293632797483733,1.0,,-0.0118730514980631,1.0,"(0.0017191214833811367, 0.08226459403753039)",0.067650660153062,0.000870608785572471,,-0.013371383909615,1.0,100001064,31912,HMDB00698,,glycolithocholate,474-74-8,103116.0,C15557,432.31193,2627.0,LC/MS Neg,115245.0,5357.1,Secondary Bile Acid Metabolism,Lipid,glycolithocholate,metabolite_100001064,0.067650660153062,0.0,0.067650660153062,microbiome,glycolithocholate
X - 21829,"(-0.08191425039390457, 0.012447950901846448)",0.00567683243946559,0.812918697770246,"(0.0950411034353413, 0.18174230898573773)",0.177964040293658,5.61137067995621e-15,"(0.11920650630025989, 0.19302676374233252)",0.191138282209072,1.70983684363256e-21,,-0.00419361836045273,1.0,,-0.0660202281137156,1.0,"(-0.012186171247557193, 0.07445873401214272)",0.0671678537005462,0.00155675258819777,"(-0.017886467340941088, 0.016781009622731973)",0.00981643870972681,0.258467998732226,X - 21829,47006,,,X - 21829,,,,245.14021,,LC/MS Neg,,3440.0,,,X - 21829,metabolite_X - 21829,0.0671678537005462,0.0,0.0671678537005462,microbiome,X - 21829
100001055,,-0.00979837533462202,1.0,"(-0.019397790222048027, 0.06628134821751211)",0.059309725967816,0.00802556391942076,"(0.04524957059020898, 0.1169391625092874)",0.116190901417715,2.77865225385878e-10,,-0.0032043291917434,1.0,,-0.0643559909467992,1.0,"(-0.006775831936040638, 0.06899361325930933)",0.0671220105435447,0.000428499905287954,"(-0.01441889468575593, 0.019354464265980406)",0.00556131936671899,0.515925027952618,100001055,33441,HMDB00736,,isobutyrylcarnitine (C4),25518-49-4,,,232.15434,304.0,LC/MS Pos Early,168379.0,2810.0,"Leucine, Isoleucine and Valine Metabolism",Amino Acid,isobutyrylcarnitine (C4),metabolite_100001055,0.0671220105435447,0.0,0.0671220105435447,microbiome,isobutyrylcarnitine (C4)
381,"(0.18357527639389828, 0.25978699329897187)",0.230786923276268,3.04328792133273e-31,"(0.1272790296678155, 0.20854511936247114)",0.186230740797743,1.79659215236023e-18,"(0.2698357464549506, 0.33069227507718185)",0.321248219560969,5.64628265768543e-81,,-0.00380828385570586,1.0,,-0.0708557262603883,1.0,"(0.014264125475059827, 0.09670240866976529)",0.0666369179256857,0.00140639466707953,"(0.04385324659238959, 0.07531051063588731)",0.0630431460075962,3.01901222312101e-15,381,6146,HMDB00510,,2-aminoadipate,542-32-5;1118-90-7,456.0,C00956,160.06153,95.0,LC/MS Polar,469.0,3500.0,Lysine Metabolism,Amino Acid,2-aminoadipate,metabolite_381,0.0666369179256857,0.0,0.0666369179256857,microbiome,2-aminoadipate
100021093,,-0.0557811864064696,1.0,,-0.012178899420945,1.0,"(-0.012643873781496973, 0.06545830713799218)",0.0182172140530659,0.367029950103501,"(0.06661734695504007, 0.06661834695504007)",0.06661734695504,8.7449275925502e-08,,-0.0292533144706028,1.0,,-0.0169239718317035,1.0,"(0.01968064441683909, 0.05105139737113259)",0.0415024133437356,3.18860648339293e-07,100021093,62890,,HMDB02486,taurochenodeoxycholic acid 3-sulfate,,24850141.0,,288.61951,2965.0,LC/MS Neg,,4809.0,Secondary Bile Acid Metabolism,Lipid,taurochenodeoxycholic acid 3-sulfate,metabolite_100021093,0.0,0.06661734695504,0.06661734695504,genetics,taurochenodeoxycholic acid 3-sulfate
X - 13844,"(0.038644326105182134, 0.12840592608570203)",0.11092084849961,1.93327217811713e-06,"(0.21622495118416735, 0.27999732326076116)",0.301307481648321,4.68603102137269e-69,"(0.27166077422248014, 0.3290950998227927)",0.338652865653237,2.62408255486887e-107,,-0.00447036488923369,1.0,"(-0.07009661874255353, 0.027201874049493337)",0.0257171991291148,0.293112885452171,"(0.023042136353157442, 0.10299367251955208)",0.0653137347376346,0.00129259554790672,"(0.05437027862244562, 0.08441017277763962)",0.0743857606152725,1.5023066918531e-21,X - 13844,47977,,,X - 13844,,,,209.05715,,LC/MS Neg,,1442.0,,,candidate structur is a benzoic acid derivative,metabolite_X - 13844,0.0653137347376346,0.0,0.0653137347376346,microbiome,X - 13844
100009337,"(-0.04313528125617681, 0.053654442177200584)",0.0696450433877685,0.00515513297198205,"(0.08174852126353443, 0.16128034283190432)",0.134087771679735,7.21718344988727e-11,"(0.1455721682601352, 0.21551557743742994)",0.243694385366984,7.19797671935241e-40,,-0.00313817695969187,1.0,,-0.0608795233431143,1.0,"(0.0030056733195322413, 0.0808888424154555)",0.0647512786061659,0.00180627538908945,"(0.04453654426832307, 0.07520687694650968)",0.0685500361501965,6.80333116202216e-17,100009337,53254,HMDB41708,,caffeic acid sulfate,,30777608.0,,258.99179,3594.0,LC/MS Polar,,1307.0,Xanthine Metabolism,Xenobiotics,caffeic acid sulfate,metabolite_100009337,0.0647512786061659,0.0,0.0647512786061659,microbiome,caffeic acid sulfate
X - 11640,"(-0.09922640612366096, 0.0009912640778289078)",0.0103162823182134,0.679435880430813,"(0.02277018014226759, 0.1042691420669273)",0.0868010110294714,3.53849852303311e-05,"(0.09098602508451714, 0.15984442452020248)",0.141589383267149,1.17621345821911e-15,,-0.00440945043913432,1.0,,-0.0121958242013273,1.0,"(0.030834481587046478, 0.10290096690092478)",0.0640850414867125,0.000566364921719414,"(-0.01011564632735904, 0.02176449842535179)",0.00982881306443572,0.22805458817266,X - 11640,47497,,,X - 11640,,,,377.07052,,LC/MS Neg,,3769.0,,,has been named for enterolactone sulfate as of earlier this month,metabolite_X - 11640,0.0640850414867125,0.0,0.0640850414867125,microbiome,X - 11640
X - 11478,,-0.0112378354008575,1.0,"(0.016076534327070992, 0.10231924940114294)",0.0748620782097914,0.00106678064839157,"(0.03441087327177103, 0.12051154412141434)",0.0996351516389285,4.07043312746836e-06,,-0.00249753343848335,1.0,,-0.0404599473712692,1.0,"(-0.025176257569963993, 0.06223469325107173)",0.0636640183272793,0.00407590649225274,,-0.00429174957422118,1.0,X - 11478,46602,,,X - 11478,,,,165.09214,,LC/MS Neg,,4285.0,,,X - 11478,metabolite_X - 11478,0.0636640183272793,0.0,0.0636640183272793,microbiome,X - 11478
100005391,"(-0.07324333701613518, 0.018938903901048642)",0.0165254748909899,0.491015716721596,"(0.02722911940359285, 0.10905303963226946)",0.0735337287146102,0.000456527095591044,"(0.06648401681744899, 0.13854521247790702)",0.14549623205839,8.58339176291639e-15,,-0.00256247422157107,1.0,,-0.00831071772116387,1.0,"(-0.025549603512336195, 0.051288497576917814)",0.063227649229632,0.0016989408296073,"(-0.004994903563475378, 0.028684226071474393)",0.0243588836973007,0.00446917553299414,100005391,45415,,,3-(3-hydroxyphenyl)propionate sulfate,86321-32-6,162993.0,,245.01253,3571.0,LC/MS Neg,187488.0,1294.0,Benzoate Metabolism,Xenobiotics,3-(3-hydroxyphenyl)propionate sulfate,metabolite_100005391,0.063227649229632,0.0,0.063227649229632,microbiome,3-(3-hydroxyphenyl)propionate sulfate
100009014,,-0.0661542611634482,1.0,"(0.14185131377698465, 0.21941252087344393)",0.229025922578809,1.17411133767707e-28,"(0.12248750454228167, 0.194961072754915)",0.196782488993616,6.55437418623924e-26,"(0.011010231496756728, 0.011011231496756728)",0.0110102314967567,0.00450138926603161,,-0.0521230838299204,1.0,"(-0.01931881665926305, 0.06277918200344369)",0.0521583986354801,0.0156684188284147,,-0.00133853330408162,1.0,100009014,52689,HMDB11220,,1-(1-enyl-palmitoyl)-2-arachidonoyl-GPC (P-16:0/20:4)*,,24767495.0,,766.57452,2131.0,LC/MS Pos Late,,2154.0,Plasmalogen,Lipid,1-(1-enyl-palmitoyl)-2-arachidonoyl-GPC (P-16:0/20:4)*,metabolite_100009014,0.0521583986354801,0.0110102314967567,0.06316863013223681,hybrid,1-(1-enyl-palmitoyl)-2-arachidonoyl-GPC (P-16:0/20:4)*
100003397,"(-0.06325636117393199, 0.03551630506803511)",0.0670305296685896,0.00733128403635667,"(-0.015248494597819151, 0.07767856955408405)",0.0453179967044613,0.0491008696234545,"(0.07186156380359131, 0.14745881136215308)",0.141447678972784,4.99371886011379e-13,,-0.00299275093070106,1.0,,-0.0120108718777276,1.0,"(-0.010453622154491821, 0.07196118821419545)",0.0629188265069239,0.00270380754954448,"(-0.012515483955860152, 0.020200820141591493)",0.0131640582565965,0.119258189443072,100003397,40406,HMDB00925,,trimethylamine N-oxide,1184-78-7,1113.0,C01104,76.07569,1629.0,LC/MS Pos Early,1145.0,2100.0,Phospholipid Metabolism,Lipid,trimethylamine N-oxide,metabolite_100003397,0.0629188265069239,0.0,0.0629188265069239,microbiome,trimethylamine N-oxide
100015790+100008956,"(0.15551090492226582, 0.23618631680551763)",0.223076028081626,5.00647853642046e-27,"(0.1150059799057912, 0.1867203029776736)",0.174471220111283,4.47370529107536e-20,"(0.19937166965402722, 0.26513576467371713)",0.278639659642036,4.78994196601639e-59,,-0.00312109746961875,1.0,,-0.0704323135347155,1.0,"(-0.026851506290905092, 0.05816370981886074)",0.0627914018227471,0.00352789139353037,,-0.00320172632843229,1.0,100015790,57480,,,"sphingomyelin (d18:2/21:0, d16:2/23:0)*",,,,771.63748,2311.0,LC/MS Pos Late,,2330.0,Sphingolipid Metabolism,Lipid,"sphingomyelin (d18:2/21:0, d16:2/23:0)*",metabolite_100015790,0.0627914018227471,0.0,0.0627914018227471,microbiome,"sphingomyelin (d18:2/21:0, d16:2/23:0)*"
100002796,,-0.0724542218504142,1.0,,-0.00831185454310246,1.0,"(-0.04008471369102074, 0.03678686986288984)",0.021611292596697,0.284792833183754,"(0.06266827828828292, 0.06266927828828292)",0.0626682782882829,1.71863901008706e-07,,-0.0926320346724267,1.0,,-0.0121714654012579,1.0,,-0.00901558488808418,1.0,100002796,62873,,,cis-4-decenoate (10:1n6)*,505-90-8,4471776.0,,169.1234,1242.0,LC/MS Neg,5312351.0,4890.0,Medium Chain Fatty Acid,Lipid,cis-4-decenoate (10:1n6)*,metabolite_100002796,0.0,0.0626682782882829,0.0626682782882829,genetics,cis-4-decenoate (10:1n6)*
100002106,"(0.059722920065289634, 0.14513269898978373)",0.128123034883527,1.21905705608304e-08,"(0.005734375714212617, 0.09461116235336939)",0.0687186462653257,0.00254179968545633,"(0.0840582986821564, 0.16118166682101226)",0.165326960109774,4.01875293906131e-17,,-0.00306288861209025,1.0,,-0.079648459821813,1.0,"(-0.03880902744323711, 0.05062862618675521)",0.0621362430703053,0.0072393739536414,,-0.0028209364092373,1.0,100002106,37529,HMDB12101,,"sphingomyelin (d18:1/18:1, d18:2/18:0)",108392-10-5,4947837.0,,729.5905,2296.0,LC/MS Pos Late,6443882.0,2167.0,Sphingolipid Metabolism,Lipid,"sphingomyelin (d18:1/18:1, d18:2/18:0)",metabolite_100002106,0.0621362430703053,0.0,0.0621362430703053,microbiome,"sphingomyelin (d18:1/18:1, d18:2/18:0)"
100009069,,-0.00455973140856191,1.0,"(0.05197441423643556, 0.13360943123516933)",0.103101136378111,6.24669515297254e-07,"(0.08217744550461832, 0.1627956963020301)",0.183839534822097,2.70773539697656e-19,,-0.0180773012338699,1.0,,-0.083984099045183,1.0,"(-0.029230754772411202, 0.057076122492702386)",0.0616100689414258,0.0061359238494195,"(-0.0027247973235048676, 0.029193544702830483)",0.0216527486567199,0.00845644687362538,100009069,52677,HMDB11343,,1-(1-enyl-palmitoyl)-2-linoleoyl-GPE (P-16:0/18:2)*,,24769229.0,,700.52757,2120.0,LC/MS Pos Late,,2351.0,Plasmalogen,Lipid,1-(1-enyl-palmitoyl)-2-linoleoyl-GPE (P-16:0/18:2)*,metabolite_100009069,0.0616100689414258,0.0,0.0616100689414258,microbiome,1-(1-enyl-palmitoyl)-2-linoleoyl-GPE (P-16:0/18:2)*
X - 16935,"(-0.06196049890755804, 0.027817847792511056)",0.0403096626416874,0.0885154153919434,"(0.12006607621264362, 0.18867250870501492)",0.176289287568876,4.85640468627304e-21,"(0.1313111245114562, 0.19943063611826892)",0.199871788419064,1.63619400116972e-28,,-0.00580563272740519,1.0,,-0.0289418877294953,1.0,"(0.016706863088648598, 0.09630836764435982)",0.0610254239733479,0.00269038238513722,"(-0.026212863546265716, 0.007912590070761715)",0.00109973368482485,0.897599657977762,X - 16935,46681,,,X - 16935,,,,447.27565,,LC/MS Neg,,4471.0,,,X - 16935,metabolite_X - 16935,0.0610254239733479,0.0,0.0610254239733479,microbiome,X - 16935
100009007,"(0.16454260731235762, 0.2451086623010666)",0.231989236282589,1.5352548279075e-26,"(0.005245148819750248, 0.08923057943273904)",0.057170825537364,0.00725694855928836,"(0.23615747918118865, 0.29719980155561165)",0.292557375304926,7.49063036306618e-72,,-0.00152598749600296,1.0,,-0.0490282400119179,1.0,"(-0.004102711366870192, 0.07146193422692282)",0.0583027360864956,0.00267331062661216,,-0.00298265770744077,1.0,100009007,52478,,,1-(1-enyl-palmitoyl)-2-oleoyl-GPC (P-16:0/18:1)*,,,,744.59017,2125.0,LC/MS Pos Late,,2443.0,Plasmalogen,Lipid,1-(1-enyl-palmitoyl)-2-oleoyl-GPC (P-16:0/18:1)*,metabolite_100009007,0.0583027360864956,0.0,0.0583027360864956,microbiome,1-(1-enyl-palmitoyl)-2-oleoyl-GPC (P-16:0/18:1)*
100009025+100015787,"(0.05009324670662009, 0.1395015061227035)",0.114766414097809,6.41198584595449e-07,"(0.15613620027356104, 0.23442074993160522)",0.21715865170169,6.5129154933465e-28,"(0.17076897644158798, 0.24432404933597687)",0.24871049647212,8.69476300974786e-40,,-0.00326591114149787,1.0,,-0.0434574300847239,1.0,"(-0.029163157745107138, 0.05572007940081142)",0.0582993923600952,0.00730323488019868,,-0.00799821815268053,1.0,100009025,52495,,,"sphingomyelin (d18:1/21:0, d17:1/22:0, d16:1/23:0)*",,,,773.65311,2299.0,LC/MS Pos Late,,2793.0,Sphingolipid Metabolism,Lipid,"sphingomyelin (d18:1/21:0, d17:1/22:0, d16:1/23:0)*",metabolite_100009025,0.0582993923600952,0.0,0.0582993923600952,microbiome,"sphingomyelin (d18:1/21:0, d17:1/22:0, d16:1/23:0)*"
100002241,"(-0.09305916332094395, 0.005088994784646362)",0.00734638551171518,0.770943123636275,"(0.01691811892244548, 0.1123829131066564)",0.0723669989793318,0.00333261350139057,"(0.05823687085036711, 0.13905477499915833)",0.121334909920507,2.78044298284928e-08,,-0.0349079941392538,1.0,,-0.0229027275948416,1.0,"(-0.02987812826669574, 0.06369267125180825)",0.0578303598928149,0.015973130945477,,-0.011087756927113,1.0,100002241,39598,HMDB11107,,7-methylurate,612-37-3,62375.0,C16355,181.03671,3583.0,LC/MS Neg,69160.0,1138.0,Xanthine Metabolism,Xenobiotics,7-methylurate,metabolite_100002241,0.0578303598928149,0.0,0.0578303598928149,microbiome,7-methylurate
1547,"(0.06409225822215876, 0.15333222333764548)",0.14422327916776,3.04541139731188e-10,"(0.022963437509617737, 0.10759235920435245)",0.105360421507518,2.07265882916549e-06,"(0.13654098763175615, 0.2049855295753185)",0.204004730451088,5.3394456698069e-30,,-0.0048292538174195,1.0,,-0.0221397632467823,1.0,"(-0.01699676045409926, 0.06415614937452438)",0.057590090354878,0.00626040179432944,,-0.00419460532594118,1.0,1547,54979,HMDB04950,,N-stearoyl-sphingosine (d18:1/18:0)*,104404-17-3,4446678.0,,566.55067,2371.0,LC/MS Pos Late,5283565.0,3392.0,Ceramides,Lipid,N-stearoyl-sphingosine (d18:1/18:0)*,metabolite_1547,0.057590090354878,0.0,0.057590090354878,microbiome,N-stearoyl-sphingosine (d18:1/18:0)*
100006126,,-0.0113045010118464,1.0,"(0.0591858650267269, 0.14081177809301795)",0.123045794473879,2.07769296969846e-09,"(0.1338770771054414, 0.20298886223671164)",0.226939545231273,8.19414270213516e-36,,-0.00579208502785344,1.0,,-0.054835659748984,1.0,"(-0.014594105409844025, 0.06307427123779832)",0.0572146927424349,0.00359637162320593,"(0.061516763786888924, 0.09267176360922695)",0.0862165243661848,4.35501520958463e-26,100006126,48442,,,4-vinylguaiacol sulfate,,,,229.01761,3965.0,LC/MS Neg,,3354.0,Food Component/Plant,Xenobiotics,4-vinylguaiacol sulfate,metabolite_100006126,0.0572146927424349,0.0,0.0572146927424349,microbiome,4-vinylguaiacol sulfate
397+1268,"(0.1751123671758228, 0.25136772840542315)",0.246734166275086,9.68396024450283e-35,"(0.08114456112178423, 0.16821937028576875)",0.16223006830022,3.91846736434326e-13,"(0.21670155100784524, 0.281003477199095)",0.274755552932402,6.59180214679879e-58,,-0.00290048449456969,1.0,,-0.0497795217443974,1.0,"(-0.00516448552890204, 0.07608798562679978)",0.0556591810218054,0.00601982687606096,"(0.012102917070387666, 0.04563231457640023)",0.0376766458379977,2.51757237628072e-05,397,60,HMDB00687,,leucine,61-90-5,5880.0,C00123,132.10191,244.0,LC/MS Pos Early,6106.0,2864.0,"Leucine, Isoleucine and Valine Metabolism",Amino Acid,leucine,metabolite_397,0.0556591810218054,0.0,0.0556591810218054,microbiome,leucine
1105,"(-0.02401617660057253, 0.07554396679724916)",0.0690282514681294,0.0064300704838299,"(-0.03195326242729774, 0.053366079774141394)",0.0429908797868626,0.0498650000881285,"(0.051836113021506765, 0.12769747137759768)",0.132630926158345,1.18685768999067e-11,,-0.00807009393628188,1.0,,-0.0106419217239259,1.0,"(-0.022024885810963277, 0.06170307044001584)",0.0553715785957691,0.0129146705403514,"(-0.027690611378181098, 0.005422980686257176)",0.00386304104218237,0.646090120222963,1105,1561,HMDB01893,,alpha-tocopherol,59-02-9;10191-41-0,14265.0,C02477,430.37818,3423.0,LC/MS Pos Late,14985.0,2522.0,Tocopherol Metabolism,Cofactors and Vitamins,alpha-tocopherol,metabolite_1105,0.0553715785957691,0.0,0.0553715785957691,microbiome,alpha-tocopherol
100004056,,-0.0402243910764821,1.0,"(0.021174867091648418, 0.10412904105231939)",0.104969053113344,4.77051336767701e-07,"(0.0902466517995118, 0.1581533246479511)",0.152436207468121,4.92697671678563e-18,,-0.00607525541916964,1.0,,-0.0356539467953447,1.0,"(0.0016588753070288591, 0.08062459245681773)",0.0552213786148976,0.006170999832946,"(0.03130091793763169, 0.06302949849315845)",0.0585262205890918,1.54480056076464e-12,100004056,42989,,,N-methyltaurine,107-68-6,7594.0,,138.02303,341.0,LC/MS Polar,7882.0,1650.0,"Methionine, Cysteine, SAM and Taurine Metabolism",Amino Acid,N-methyltaurine,metabolite_100004056,0.0552213786148976,0.0,0.0552213786148976,microbiome,N-methyltaurine
X - 12822,"(-0.06220881804935976, 0.031755917560722116)",0.0181201288227935,0.460117343184676,,-0.0292122134091785,1.0,"(0.022270244659466504, 0.09908517017558804)",0.0815231385589239,4.49211087014265e-05,,-0.00281993104057343,1.0,,-0.0864817762060405,1.0,"(0.010567312921678479, 0.09087791251314342)",0.0550003784828841,0.00612604818537244,,-0.00729189969452393,1.0,X - 12822,46997,,,X - 12822,,,,389.09281,,LC/MS Neg,,2790.0,,,X - 12822,metabolite_X - 12822,0.0550003784828841,0.0,0.0550003784828841,microbiome,X - 12822
100020410+X - 24760,"(-0.08306783858113743, 0.011325980079689367)",0.00123693925027934,0.960533328140951,"(0.04247868425947693, 0.12231412777738168)",0.0884461934655671,1.72570285595781e-05,"(0.11022169765597101, 0.17772458173956804)",0.187839649984378,8.27296695607873e-26,,-0.00520645782944351,1.0,,-0.0144738275609697,1.0,"(-0.01817191956232292, 0.0625489875016439)",0.0549089994863492,0.00700289691803414,"(-0.005943294538604937, 0.02745196909801745)",0.0208061662058289,0.0147099251710745,100020410,62530,,,3-hydroxyhippurate sulfate,,161984.0,,274.00269,3848.0,LC/MS Polar,186339.0,1528.0,Benzoate Metabolism,Xenobiotics,3-hydroxyhippurate sulfate,metabolite_100020410,0.0549089994863492,0.0,0.0549089994863492,microbiome,3-hydroxyhippurate sulfate
